1,71.3343,4.32117,296.404,263,1,0,0
1,71.4345,4.42124,303.74,264,1,0,0
1,71.5345,4.52133,311.086,264,1,0,0
1,71.6514,4.63808,319.689,265,1,-1,0
1,71.7514,4.73818,327.078,266,1,0,0
1,71.8516,4.83841,334.493,266,1,0,0
1,71.9516,4.93844,341.913,267,1,-0.115129,0
1,72.0684,5.05517,350.601,268,1,-0.894264,0
1,72.1685,5.15522,358.064,268,1,0,0
1,72.2853,5.27201,366.781,269,1,0,0
1,72.3854,5.37228,374.269,269,1,0,0
1,72.4855,5.47223,381.772,270,1,0,0
1,72.5857,5.57244,389.293,270,1,0,0
1,72.6857,5.67244,396.814,271,1,0,0
1,72.8025,5.78923,405.619,272,1,0,0
1,72.9026,5.88932,413.2,272,1,0,0
1,73.0027,5.98949,420.792,273,1,0,0
1,73.1029,6.08959,428.403,273,1,0,0
1,73.2196,6.20633,437.288,274,1,0,0
1,73.3197,6.30649,444.928,274,1,0.928767,0
1,73.4198,6.40656,452.568,274,1,0.170486,0
1,73.52,6.50664,460.233,275,1,0.383769,0
1,73.6368,6.62343,469.186,275,1,1,0
1,73.7368,6.72353,476.861,276,1,0,0
1,73.8369,6.82371,484.547,276,1,0,0
1,73.9536,6.94041,493.527,276,1,-1,0
1,74.0543,7.04084,501.284,277,1,0,0
1,74.1706,7.15757,510.25,277,1,0,0
1,74.2707,7.2575,517.984,278,1,0,0
1,74.3708,7.35772,525.728,278,1,-0.670861,0
1,74.4876,7.47438,534.767,278,1,0,0
1,74.5879,7.5745,542.545,279,1,0,0
1,74.6878,7.67462,550.296,279,1,0,0
1,74.8045,7.79133,559.366,279,1,0,0
1,74.9046,7.89142,567.155,280,1,0,0
1,75.0214,8.00834,576.24,280,1,0,0
1,75.1216,8.10828,584.048,280,1,0,0
1,75.2216,8.20847,591.848,280,1,0,0
1,75.3384,8.32524,600.967,281,1,0,0
1,75.4385,8.42532,608.785,281,1,-1,0
1,75.5556,8.5421,617.944,281,1,0,0
1,75.6557,8.64241,625.785,281,1,0,0
1,75.7723,8.75898,634.921,282,1,0,0
1,75.8722,8.85902,642.755,282,1,-1,0
1,75.9723,8.95922,650.612,282,1,0,0
1,76.0893,9.07592,659.796,282,1,0,0
1,76.1899,9.17653,667.702,283,1,0,0
1,76.306,9.29282,676.837,283,1,0,0
1,76.4062,9.39333,684.721,283,1,0.682711,0
1,76.5229,9.50982,693.917,283,1,0.0763989,0
1,76.6229,9.60978,701.802,283,1,0,0
1,76.8231,9.81004,717.595,284,1,0,0
1,76.94,9.92675,726.82,284,1,0,0
1,77.0401,10.0269,734.731,284,1,0,0
1,77.1402,10.127,742.645,284,1,0,0
1,77.3404,10.3272,758.481,284,1,0,0
1,77.5407,10.5274,774.339,285,1,0,0
1,77.7575,10.7443,791.524,285,1,0,0
1,77.8577,10.8448,799.471,285,1,0,0
1,77.9748,10.9612,808.766,285,1,0,0
1,78.1745,11.1613,824.62,286,1,0,0
1,78.2747,11.2615,832.578,286,1,0,0
1,78.3748,11.3616,840.535,286,1,0,0
1,78.4915,11.4783,849.817,286,1,0,0
1,78.8085,11.7954,875.039,286,1,0,0
1,79.0255,12.0123,892.319,286,1,0,0
1,79.1255,12.1124,900.29,286,1,0,0
1,79.3424,12.3292,917.576,287,1,0,0
1,79.4425,12.4296,925.565,287,1,0,0
1,79.5427,12.5294,933.556,287,1,0,0
1,79.6429,12.6296,941.549,287,1,0,0
1,79.8597,12.8464,958.854,287,1,0.022298,0
1,79.96,12.9466,966.863,287,1,0,0
1,80.0771,13.0633,976.221,287,1,0.0198009,0
1,80.1771,13.1634,984.213,287,1,0,0
1,80.2933,13.2801,993.501,287,1,0,0
1,80.3935,13.3804,1001.51,287,1,0,0
1,80.4935,13.4803,1009.5,287,1,0,0
1,80.5937,13.5805,1017.52,287,1,0,0
1,80.6937,13.6806,1025.52,288,1,0,0
1,80.9107,13.8975,1042.88,288,1,0,0
1,81.0108,13.9975,1050.89,288,1,0,0
1,81.1108,14.0977,1058.9,288,1,0,0
1,81.2276,14.2144,1068.25,288,1,0,0
1,81.3277,14.3145,1076.26,288,1,0,0
1,81.361,14.3647,1080.27,288,1,0,0
1,81.3778,14.3813,1081.61,288,1,0,0
1,81.4779,14.4814,1089.63,288,1,0,0
1,81.5946,14.5982,1098.98,288,1,0,0
1,81.6948,14.6983,1107,288,1,0,0
1,81.7951,14.7984,1115.04,288,1,1,0
1,81.895,14.8988,1123.04,288,1,1,0
1,81.9954,14.9987,1131.08,288,1,0,0
1,82.112,15.1155,1140.42,288,1,0,0
1,82.212,15.2155,1148.44,288,1,0,0
1,82.3121,15.3157,1156.44,285,0,0,1
1,82.4123,15.4158,1164.18,271,0,0,1
1,82.529,15.5325,1172.71,255,0,1,1
1,82.6291,15.6325,1179.62,243,0,0.18845,1
1,82.7291,15.7328,1186.18,230,0,0,1
1,82.8294,15.8328,1192.43,219,0,0,1
1,82.9461,15.9496,1199.31,205,0,0,1
1,83.0461,16.0497,1204.85,194,0,0,1
1,83.1463,16.1499,1210.09,183,0,0,1
1,83.2464,16.2499,1215.04,175,0,0,0.227761
1,83.3632,16.3666,1220.69,173,0,0,0.0175953
1,83.4632,16.4667,1225.4,165,0,0,1
1,83.5634,16.5669,1229.83,155,0,0,1
1,83.6801,16.6838,1234.66,144,0,1,0.878788
1,83.7803,16.7837,1238.62,140,0,0.553598,0
1,83.8803,16.8839,1242.49,138,0,0.10931,0.1652
1,83.9804,16.9839,1246.21,129,0,1,1
1,84.0972,17.1007,1250.27,123,0,1,0
1,84.1973,17.2008,1253.72,124,0.00977517,1,0
1,84.2974,17.301,1257.14,123,0,1,0
1,84.3977,17.401,1260.5,121,0,1,0
1,84.4976,17.5011,1263.76,118,0,1,0
1,84.5977,17.6012,1266.93,116,0,1,0
1,84.6978,17.7013,1270.01,114,0,1,0
1,84.7979,17.8015,1272.97,112,0,1,0
1,84.8982,17.9016,1275.87,108,0,1,1
1,85.0149,18.0183,1279.21,102,0,1,0
1,85.115,18.1184,1282.11,98,0,1,0
1,85.215,18.2187,1285.18,96,0,1,0
1,85.3154,18.3187,1288.52,93,0,1,0
1,85.432,18.4355,1292.31,91,0.0322581,1,0
1,85.5321,18.5356,1295.1,89,0.0752688,1,0
1,85.6322,18.6356,1297.64,87,0.11437,1,0
1,85.749,18.7525,1300.4,86,0.13392,1,0
1,85.8491,18.8526,1302.66,86,0.264907,0.93983,0
1,86.0659,19.0695,1307.61,86,0.355816,0.592196,0
1,86.2662,19.2696,1312.38,88,0.518084,0.449939,0
1,86.383,19.3864,1315.25,90,0.499511,0.453649,0
1,86.583,19.5865,1320.3,94,0.59433,0.456875,0
1,86.6832,19.6866,1322.92,96,0.624633,0.456875,0
1,86.7833,19.7868,1325.59,98,0.622678,0.456875,0
1,87.0002,20.0036,1331.63,104,0.847507,0.213385,0
1,87.2004,20.2039,1337.64,111,0.163245,0,0
1,87.3172,20.3207,1341.21,107,0.0273705,-1,0
1,87.534,20.5375,1347.77,111,0.607038,-1,0
1,87.6341,20.6377,1350.89,113,0.630499,0,0
1,87.8511,20.8545,1357.42,100,0,-1,0.270772
1,88.0513,21.0548,1362.79,94,0,-0.960084,0
1,88.1514,21.1548,1365.46,92,0,-0.953079,0
1,88.2515,21.2549,1368.07,91,0,-0.960431,0
1,88.3516,21.3551,1370.6,89,0,-0.959807,0
1,88.4683,21.4718,1373.52,87,0,-0.955507,0.210166
1,88.5686,21.5719,1376.02,83,0,-0.966015,0
1,88.7853,21.7888,1381.51,79,0,-0.959807,0
1,89.0022,22.0057,1386.07,75,0.106549,-0.963587,0
1,89.2191,22.2226,1390.07,74,0.241447,-0.963587,0
1,89.3192,22.3227,1391.87,73,0.259042,-0.960362,0
